order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
9062,5517,2025-03-09,592,4,64.35,257.4,Delivered,2025-03-15
9063,9748,2023-11-16,393,1,448.56,448.56,Delivered,2023-11-29
9064,2609,2024-06-19,367,1,401.67,401.67,Cancelled,2024-06-30
9065,9966,2021-12-16,210,4,119.62,478.48,Returned,2021-12-18
9066,6298,2022-05-10,443,3,167.95,503.85,Returned,2022-05-18
9067,5370,2025-04-09,129,4,280.69,1122.76,Cancelled,2025-04-12
9068,1102,2024-03-11,67,5,287.34,1436.7,Shipped,2024-03-16
9069,5373,2025-12-19,880,5,47.64,238.2,Pending,2025-12-19
9070,5470,2021-11-06,870,1,337.86,337.86,Pending,2021-11-08
9071,7370,2024-04-04,582,4,221.2,884.8,Pending,2024-04-04
9072,2305,2025-08-20,112,3,415.46,1246.38,Delivered,2025-09-02
9073,7836,2023-11-04,965,2,163.26,326.52,Shipped,2023-11-04
9074,8205,2025-11-22,241,5,376,1880,Cancelled,2025-11-29
9075,4227,2024-11-16,543,4,395.47,1581.88,Returned,2024-11-20
9076,9015,2025-11-17,41,2,179.79,359.58,Cancelled,2025-11-28
9077,5209,2024-04-04,632,1,221.06,221.06,Shipped,2024-04-08
9078,1786,2025-05-29,349,5,479.86,2399.3,Delivered,2025-06-04
9079,8078,2025-06-24,686,2,276.67,553.34,Returned,2025-06-29
9080,3584,2024-10-19,802,1,281.52,281.52,Cancelled,2024-10-24
9081,2988,2025-07-23,994,4,483.12,1932.48,Shipped,2025-08-05
9082,8860,2021-05-28,523,1,62.18,62.18,Cancelled,2021-06-04
9083,4638,2024-11-12,572,5,474.04,2370.2,Delivered,2024-11-19
9084,9501,2023-05-01,906,2,121.2,242.4,Pending,2023-05-10
9085,5091,2022-09-27,484,2,124.97,249.94,Pending,2022-09-29
9086,3884,2024-02-03,413,4,46.98,187.92,Pending,2024-02-15
9087,5966,2023-09-09,986,3,273.44,820.32,Delivered,2023-09-10
9088,5507,2023-06-03,381,2,456.67,913.34,Returned,2023-06-13
9089,1354,2024-10-27,242,3,445.64,1336.92,Returned,2024-11-09
9090,9325,2025-01-25,634,5,347.8,1739,Shipped,2025-02-02
9091,7107,2025-12-13,208,5,43.82,219.1,Delivered,2025-12-20
9092,3237,2024-11-15,875,3,240.66,721.98,Pending,2024-11-22
9093,1410,2025-05-22,608,3,224.25,672.75,Shipped,2025-06-04
9094,4230,2024-06-03,21,4,161.77,647.08,Returned,2024-06-08
9095,2983,2023-03-05,612,4,273.16,1092.64,Returned,2023-03-16
9096,5940,2023-06-11,43,3,501.97,1505.91,Shipped,2023-06-24
9097,7801,2022-06-08,822,4,230.42,921.68,Returned,2022-06-14
9098,4249,2025-11-26,383,5,273.27,1366.35,Returned,2025-12-04
9099,1174,2021-08-19,997,3,369.91,1109.73,Returned,2021-08-22
9100,9659,2024-11-01,948,5,46.37,231.85,Pending,2024-11-05
9101,6509,2024-11-28,600,2,289.07,578.14,Shipped,2024-12-01
9102,5851,2022-07-08,32,2,224.6,449.2,Shipped,2022-07-13
9103,230,2025-08-30,243,5,471.37,2356.85,Cancelled,2025-09-07
9104,683,2024-06-17,791,2,131.83,263.66,Shipped,2024-06-30
9105,8698,2025-03-07,558,5,456.92,2284.6,Pending,2025-03-14
9106,8689,2025-12-05,825,2,270.17,540.34,Returned,2025-12-10
9107,8929,2024-04-20,105,1,308.87,308.87,Cancelled,2024-04-28
9108,2271,2025-09-24,71,2,386.51,773.02,Cancelled,2025-10-03
9109,283,2024-12-31,906,4,119.27,477.08,Returned,2025-01-07
9110,7079,2023-05-07,23,4,444.66,1778.64,Returned,2023-05-11
9111,8535,2025-11-26,453,4,24.04,96.16,Pending,2025-12-03
9112,2454,2023-08-09,973,4,203.93,815.72,Cancelled,2023-08-17
9113,9348,2021-08-18,439,3,356.32,1068.96,Shipped,2021-08-31
9114,5650,2024-06-11,187,1,149.96,149.96,Delivered,2024-06-16
9115,4200,2025-11-30,759,3,353.89,1061.67,Cancelled,2025-12-03
9116,6612,2025-06-30,489,4,392.44,1569.76,Delivered,2025-07-04
9117,2007,2025-03-19,870,5,337.5,1687.5,Pending,2025-03-29
9118,3876,2025-07-29,503,5,392.29,1961.45,Pending,2025-08-01
9119,8265,2023-05-31,267,3,212.5,637.5,Cancelled,2023-06-10
9120,8174,2025-10-02,787,5,57.52,287.6,Shipped,2025-10-06
9121,7924,2024-08-12,769,4,243.28,973.12,Pending,2024-08-19
9122,3111,2023-04-30,933,3,366.9,1100.7,Shipped,2023-05-08
9123,4953,2023-06-22,12,3,6.25,18.75,Cancelled,2023-06-25
9124,8956,2022-01-27,53,1,146.61,146.61,Pending,2022-01-28
9125,4117,2025-08-19,382,5,419.93,2099.65,Delivered,2025-08-25
9126,4026,2021-10-10,751,1,86.75,86.75,Delivered,2021-10-13
9127,10,2020-09-24,828,5,314.43,1572.15,Delivered,2020-10-07
9128,4687,2023-07-24,74,3,20.76,62.28,Pending,2023-08-05
9129,2062,2023-12-28,365,1,461.46,461.46,Cancelled,2024-01-04
9130,5932,2024-04-22,836,5,460.47,2302.35,Returned,2024-04-27
9131,6893,2025-09-28,684,3,156.79,470.37,Pending,2025-10-09
9132,2799,2024-12-17,32,1,233.52,233.52,Cancelled,2024-12-21
9133,2981,2021-08-14,717,1,407.54,407.54,Delivered,2021-08-25
9134,7317,2024-07-19,888,3,39.01,117.03,Cancelled,2024-08-01
9135,1964,2024-03-21,649,4,44.23,176.92,Delivered,2024-03-24
9136,4570,2024-01-25,515,3,462.7,1388.1,Shipped,2024-02-04
9137,348,2025-02-26,696,5,457.98,2289.9,Pending,2025-03-08
9138,3476,2023-03-02,901,4,212.18,848.72,Returned,2023-03-06
9139,1682,2025-03-25,295,3,307.08,921.24,Delivered,2025-03-29
9140,8687,2025-04-07,331,5,282.74,1413.7,Cancelled,2025-04-08
9141,5138,2024-06-21,960,5,18.51,92.55,Pending,2024-06-21
9142,5190,2022-03-22,620,2,444.58,889.16,Cancelled,2022-04-04
9143,4317,2024-12-14,539,4,130.52,522.08,Cancelled,2024-12-23
9144,324,2024-04-09,121,4,381.44,1525.76,Delivered,2024-04-10
9145,9090,2025-05-23,797,3,96.09,288.27,Returned,2025-06-01
9146,8003,2023-10-11,394,1,230.93,230.93,Delivered,2023-10-15
9147,3760,2021-04-26,708,1,371.03,371.03,Pending,2021-05-06
9148,2440,2022-09-02,590,1,202.32,202.32,Delivered,2022-09-05
9149,3288,2023-04-13,200,5,365.46,1827.3,Delivered,2023-04-17
9150,696,2025-05-12,264,4,217.97,871.88,Shipped,2025-05-15
9151,6100,2025-01-19,475,1,204.1,204.1,Pending,2025-01-30
9152,9487,2025-10-26,995,4,160.14,640.56,Returned,2025-11-04
9153,735,2024-04-30,79,3,83.36,250.08,Cancelled,2024-05-10
9154,7121,2024-09-23,573,2,151.25,302.5,Returned,2024-10-04
9155,4960,2025-12-10,398,3,425.34,1276.02,Returned,2025-12-17
9156,7092,2025-05-01,252,2,405.08,810.16,Pending,2025-05-14
9157,2078,2021-04-05,142,4,4.99,19.96,Cancelled,2021-04-08
9158,5593,2025-05-11,853,2,460.27,920.54,Returned,2025-05-20
9159,4129,2024-11-03,605,1,165.64,165.64,Delivered,2024-11-16
9160,2753,2025-12-19,134,5,508.47,2542.35,Cancelled,2025-12-22
9161,4851,2024-05-17,262,1,134.1,134.1,Delivered,2024-05-21
9162,1634,2025-03-31,83,3,17.56,52.68,Shipped,2025-04-04
9163,8642,2024-01-09,739,4,508.62,2034.48,Delivered,2024-01-12
9164,5627,2024-01-08,943,2,464.09,928.18,Shipped,2024-01-16
9165,3811,2023-11-18,862,3,469.11,1407.33,Delivered,2023-11-19
9166,217,2021-11-19,28,1,394.64,394.64,Delivered,2021-12-02
9167,1465,2025-11-16,625,2,422.13,844.26,Pending,2025-11-24
9168,3083,2024-09-14,99,5,236.82,1184.1,Shipped,2024-09-20
9169,2209,2022-05-21,965,3,164.75,494.25,Pending,2022-05-22
9170,9023,2025-10-05,584,3,162.58,487.74,Pending,2025-10-10
9171,1577,2023-06-27,930,5,94.41,472.05,Shipped,2023-07-07
9172,9043,2023-12-16,600,3,288.07,864.21,Returned,2023-12-19
9173,502,2022-09-16,370,1,69.12,69.12,Cancelled,2022-09-28
9174,20013,2022-05-21,741,2,314.29,628.58,Cancelled,2022-05-23
9175,8585,2025-11-14,590,2,194.42,388.84,Shipped,2025-11-27
9176,10000,2023-08-05,56,2,426.61,853.22,Returned,2023-08-09
9177,8334,2025-03-15,407,2,249.18,498.36,Returned,2025-03-26
9178,4565,2025-04-12,471,5,79.93,399.65,Returned,2025-04-17
9179,5669,2024-08-09,802,4,264.57,1058.28,Delivered,2024-08-17
9180,2431,2022-03-02,239,2,321.2,642.4,Shipped,2022-03-02
9181,3042,2023-02-09,22,4,172.7,690.8,Delivered,2023-02-10
9182,4918,2025-07-17,290,5,434.58,2172.9,Shipped,2025-07-25
9183,,2025-04-23,329,2,499.2,998.4,Cancelled,2025-05-03
9184,4330,2023-03-22,591,5,392.02,1960.1,Pending,2023-03-27
9185,9236,2023-10-20,102,5,230.24,1151.2,Cancelled,2023-10-30
9186,9301,2024-07-11,560,3,311.16,933.48,Shipped,2024-07-12
9187,9391,2025-08-26,492,4,396.19,1584.76,Shipped,2025-08-27
9188,7315,2023-04-24,392,2,82,164,Returned,2023-04-26
9189,1052,2021-11-28,478,1,298.13,298.13,Shipped,2021-12-05
9190,4488,2024-11-20,297,4,157.78,631.12,Returned,2024-12-02
9191,9909,2022-11-23,343,5,402.28,2011.4,Delivered,2022-12-05
9192,7422,2024-04-14,73,3,232.88,698.64,Returned,2024-04-17
9193,5855,2025-06-10,459,2,15.9,31.8,Cancelled,2025-06-21
9194,6368,2023-07-10,790,4,441.93,1767.72,Pending,2023-07-22
9195,4562,2025-06-24,655,2,193.57,387.14,Returned,2025-06-27
9196,7895,2022-08-08,795,2,88.86,177.72,Shipped,2022-08-13
9197,3275,2023-01-12,329,3,523.64,1570.92,Returned,2023-01-25
9198,9350,2025-05-30,90,4,170.98,683.92,Shipped,2025-06-04
9199,1991,2025-05-04,499,5,342.17,1710.85,Returned,2025-05-09
9200,2407,2025-04-10,73,2,220.53,441.06,Delivered,2025-04-21
9201,3899,2023-01-19,290,3,407.16,1221.48,Delivered,2023-01-29
9202,6276,2022-02-05,16,1,8.81,8.81,Cancelled,2022-02-09
9203,6155,2022-03-18,855,1,265.9,265.9,Cancelled,2022-03-21
9204,9100,2025-03-14,680,5,297.15,1485.75,Returned,2025-03-18
9205,2642,2024-10-18,434,1,427.06,427.06,Shipped,2024-10-20
9206,6293,2024-12-10,894,5,365.83,1829.15,Cancelled,2024-12-22
9207,4043,2024-11-20,837,1,120.69,120.69,Pending,2024-11-20
9208,5927,2024-07-18,8,2,279.93,559.86,Cancelled,2024-07-28
9209,4198,2024-09-29,491,1,421.95,421.95,Returned,2024-10-01
9210,7258,2025-08-07,752,4,152.7,610.8,Cancelled,2025-08-13
9211,9299,2022-11-14,913,1,164.69,164.69,Returned,2022-11-23
9212,8656,2024-08-16,263,4,444.44,1777.76,Pending,2024-08-29
9213,4118,2024-12-29,631,3,84.33,252.99,Shipped,2025-01-01
9214,3877,2025-02-06,349,4,464.68,1858.72,Pending,2025-02-18
9215,5694,2024-08-21,278,4,137.11,548.44,Pending,2024-09-03
9216,9954,2025-01-07,871,4,436.7,1746.8,Cancelled,2025-01-14
9217,990,2023-12-31,430,1,214.77,214.77,Delivered,2024-01-03
9218,9592,2024-08-26,816,4,27.77,111.08,Shipped,2024-09-05
9219,3601,2025-11-28,284,5,321.63,1608.15,Cancelled,2025-11-30
9220,6743,2025-11-27,859,3,490.06,1470.18,Delivered,2025-11-30
9221,5857,2024-11-13,276,1,102.7,102.7,Cancelled,2024-11-21
9222,6637,2023-09-30,142,3,5.32,15.96,Returned,2023-10-01
9223,4681,2023-02-03,815,4,149.4,597.6,Shipped,2023-02-13
9224,9811,2023-05-03,392,3,88.57,265.71,Pending,2023-05-09
9225,7410,2022-05-22,250,3,134.43,403.29,Pending,2022-06-04
9226,6863,2022-04-14,343,4,412.76,1651.04,Shipped,2022-04-14
9227,3589,2024-05-21,311,1,70.67,70.67,Cancelled,2024-06-01
9228,317,2024-12-07,686,3,301.98,905.94,Shipped,2024-12-08
9229,3578,2023-11-20,579,1,446.04,446.04,Shipped,2023-11-27
9230,3923,2021-11-18,174,5,370.64,1853.2,Pending,2021-11-19
9231,7978,2023-09-23,271,2,166.18,332.36,Pending,2023-09-29
9232,2187,2023-12-14,303,1,466.96,466.96,Pending,2023-12-17
9233,9893,2025-01-26,104,3,233.8,701.4,Cancelled,2025-02-02
9234,9993,2025-05-02,983,2,481.14,962.28,Delivered,2025-05-14
9235,1917,2025-10-17,551,4,306.89,1227.56,Delivered,2025-10-30
9236,8009,2024-01-25,735,1,418.24,418.24,Shipped,2024-02-03
9237,3061,2024-01-08,580,4,108.45,433.8,Shipped,2024-01-17
9238,4942,2025-06-26,665,4,249.71,998.84,Cancelled,2025-07-05
9239,5073,2021-07-21,272,4,124.42,497.68,Cancelled,2021-07-26
9240,519,2025-07-31,420,4,266.07,1064.28,Returned,2025-08-04
9241,6254,2025-10-08,941,4,12.26,49.04,Pending,2025-10-20
9242,9330,2024-12-30,794,5,470.21,2351.05,Cancelled,2024-12-31
9243,4010,2025-06-17,421,3,458.92,1376.76,Returned,2025-06-28
9244,8866,2025-11-08,383,4,274.04,1096.16,Delivered,2025-11-13
9245,9790,2023-11-21,,3,8.5,25.5,Cancelled,2023-12-04
9246,8362,2024-01-19,268,2,142.52,285.04,Shipped,2024-01-27
9247,8780,2024-05-01,555,3,81.01,243.03,Shipped,2024-05-09
9248,9734,2023-01-19,815,1,150.07,150.07,Delivered,2023-01-20
9249,2631,2022-06-29,703,4,326.34,1305.36,Pending,2022-07-10
9250,5412,2022-09-18,325,5,133.3,666.5,Returned,2022-09-20
9251,4459,2025-01-14,616,1,158.58,158.58,Pending,2025-01-21
9252,2615,2024-09-26,610,3,374.87,1124.61,Returned,2024-10-02
9253,2239,2022-03-09,701,5,348.59,1742.95,Pending,2022-03-11
9254,4772,2024-09-30,155,2,132.08,264.16,Pending,2024-10-10
9255,6497,2025-07-15,461,1,377.42,377.42,Shipped,2025-07-28
9256,4495,2023-09-01,711,1,374.69,374.69,Returned,2023-09-09
9257,2911,2025-12-18,514,3,100.84,302.52,Returned,2025-12-24
9258,9852,2022-08-22,891,3,38.75,116.25,Shipped,2022-08-23
9259,7907,2021-06-24,326,3,274.47,823.41,Cancelled,2021-07-02
9260,3511,2023-08-30,959,5,77.48,387.4,Returned,2023-09-02
9261,4325,2025-05-31,892,1,314.73,314.73,Returned,2025-06-04
9262,5612,2025-01-08,472,4,142.12,568.48,Shipped,2025-01-13
9263,35,2024-06-20,620,4,421.42,1685.68,Pending,2024-06-28
9264,4524,2021-04-19,99,2,239.65,479.3,Delivered,2021-04-23
9265,1749,2022-03-26,748,4,51.43,205.72,Shipped,2022-04-05
9266,5830,2023-10-31,109,2,108.05,216.1,Shipped,2023-11-12
9267,4222,2022-11-01,499,1,336.35,336.35,Cancelled,2022-11-05
9268,4662,2024-04-22,790,2,426.49,852.98,Pending,2024-04-30
9269,4347,2021-04-12,360,3,13.23,39.69,Shipped,2021-04-15
9270,5870,2023-04-26,904,5,166.15,830.75,Delivered,2023-05-06
9271,5601,2024-07-15,288,2,105.68,211.36,Cancelled,2024-07-20
9272,4593,2025-11-14,155,4,127.01,508.04,Cancelled,2025-11-21
9273,6908,2024-08-14,471,4,81.36,325.44,Delivered,2024-08-21
9274,1649,2024-04-23,729,4,318.43,1273.72,Shipped,2024-04-27
9275,2005,2025-05-18,585,5,199.2,996,Pending,2025-05-27
9276,4716,2025-12-13,231,3,417.44,1252.32,Cancelled,2025-12-23
9277,5046,2025-04-06,469,3,225.44,676.32,Shipped,2025-04-19
9278,8192,2025-12-27,22,1,171.51,171.51,Delivered,2025-12-29
9279,9129,2023-08-03,137,2,79.09,158.18,Cancelled,2023-08-11
9280,7678,2024-02-17,893,4,302.63,1210.52,Delivered,2024-02-23
9281,1726,2021-10-21,517,2,206.88,413.76,Returned,2021-11-02
9282,2860,2020-12-03,108,1,238.94,238.94,Shipped,2020-12-06
9283,1255,2025-07-02,481,4,147.46,589.84,Cancelled,2025-07-10
9284,8701,2025-12-20,419,1,334.75,334.75,Shipped,2025-12-28
9285,7177,2025-07-12,81,2,466.17,932.34,Cancelled,2025-07-16
9286,3908,2025-03-25,415,4,264.59,1058.36,Cancelled,2025-04-06
9287,9949,2025-05-09,853,3,477.13,1431.39,Delivered,2025-05-15
9288,199,2024-12-23,416,5,18.23,91.15,Delivered,2024-12-23
9289,1846,2024-09-01,777,4,361.32,1445.28,Shipped,2024-09-11
9290,8325,2024-07-27,378,5,511.92,2559.6,Cancelled,2024-07-29
9291,5591,2023-02-25,411,N/A,18.03,90.15,Delivered,2023-03-10
9292,7372,2024-08-21,193,5,472.27,2361.35,Delivered,2024-08-23
9293,9506,2024-05-19,983,2,506.08,1012.16,Returned,2024-05-21
9294,3589,2022-04-11,759,4,356.78,1427.12,Shipped,2022-04-17
9295,5998,2023-10-19,281,2,296.67,593.34,Delivered,2023-10-29
9296,7356,2025-10-09,526,5,174.15,870.75,Returned,2025-10-09
9297,6259,2024-10-09,27,3,226.83,680.49,Shipped,2024-10-12
9298,8265,2025-12-03,388,3,190.71,572.13,Pending,2025-12-05
9299,497,2025-04-25,117,2,460.71,921.42,Cancelled,2025-05-01
9300,2397,2025-10-23,993,3,75.9,227.7,Delivered,2025-10-27
9301,3324,2025-04-15,783,3,435.7,1307.1,Delivered,2025-04-15
9302,4330,2024-09-03,382,1,416.66,416.66,Pending,2024-09-11
9303,263,2024-09-10,957,2,166.08,332.16,Shipped,2024-09-22
9304,3111,2025-02-10,6,2,110.48,220.96,Delivered,2025-02-13
9305,2082,2022-06-29,440,5,348.72,1743.6,Cancelled,2022-07-02
9306,1579,2024-08-19,666,4,314.13,1256.52,Returned,2024-08-25
9307,1903,2024-10-02,236,2,423.91,847.82,Shipped,2024-10-02
9308,5773,2022-09-29,141,3,329.99,989.97,Pending,2022-10-01
9309,7740,2024-09-03,355,3,244.13,732.39,Delivered,2024-09-06
9310,5868,2023-03-29,413,3,46.81,140.43,Returned,2023-04-05
9311,693,2025-09-24,511,1,21.28,21.28,Cancelled,2025-09-28
9312,8077,2024-12-18,379,1,381.24,381.24,Delivered,2024-12-18
9313,8175,2025-05-16,637,5,116.51,582.55,Returned,2025-05-28
9314,8748,2022-05-20,322,5,360.78,1803.9,Delivered,2022-05-29
9315,420,2024-04-05,506,5,131.7,658.5,Cancelled,2024-04-14
9316,3268,2025-11-27,683,3,505.76,1517.28,Pending,2025-12-04
9317,9515,2021-09-23,342,2,382.96,765.92,Shipped,2021-10-05
9318,5521,2025-03-04,298,3,85.48,256.44,Returned,2025-03-14
9319,3596,2021-09-19,527,2,384.92,769.84,Shipped,2021-09-24
9320,2863,2024-09-29,341,5,452.75,2263.75,Returned,2024-10-12
9321,6961,2022-06-18,38,5,110.86,554.3,Returned,2022-06-27
9322,1186,2023-11-21,757,1,250.43,250.43,Returned,2023-11-29
9323,6512,2025-07-27,997,2,389.26,778.52,Returned,2025-08-08
9324,8057,2023-01-18,571,4,333.64,1334.56,Returned,2023-01-23
9325,4569,2024-11-13,732,1,179.78,179.78,Shipped,2024-11-21
9326,3806,2025-06-12,667,2,266.84,533.68,Pending,2025-06-14
9327,7989,2025-03-15,87,4,366.71,1466.84,Delivered,2025-03-24
9328,8950,2023-06-02,771,1,93.75,93.75,Pending,2023-06-10
9329,9828,2023-06-03,541,2,39.06,78.12,Returned,2023-06-03
9330,9712,2021-12-04,983,2,467.51,935.02,Delivered,2021-12-16
9331,9325,2025-06-26,188,3,379.26,1137.78,Shipped,2025-07-02
9332,1114,2022-08-25,960,1,18.93,18.93,Cancelled,2022-09-05
9333,1446,2025-05-30,722,4,482.56,1930.24,Returned,2025-05-30
9334,2523,2024-05-27,893,1,299.55,299.55,Delivered,2024-05-31
9335,1738,2022-09-06,842,3,20.92,62.76,Shipped,2022-09-06
9336,7662,2020-11-01,467,4,439.46,1757.84,Returned,2020-11-14
9337,2735,2025-12-27,432,4,405.09,1620.36,Delivered,2025-12-31
9338,2887,2025-03-04,297,2,168.51,337.02,Pending,2025-03-04
9339,9056,2022-09-15,828,2,307.01,614.02,Delivered,2022-09-20
9340,9499,2025-01-09,1,1,488.59,488.59,Delivered,2025-01-18
9341,2829,2023-01-18,930,3,91.41,274.23,Cancelled,2023-01-30
9342,8394,2024-08-09,446,1,440.67,440.67,Pending,2024-08-09
9343,9236,2024-09-15,854,1,325.3,325.3,Cancelled,2024-09-27
9344,2071,2024-04-02,407,5,265.59,1327.95,Pending,2024-04-08
9345,1227,2025-10-13,206,4,22.73,90.92,Cancelled,2025-10-18
9346,4040,2024-05-20,187,3,148.68,446.04,Pending,2024-05-29
9347,4366,2025-06-22,986,5,279.91,1399.55,Cancelled,2025-06-23
9348,9691,2024-12-15,29,5,435.03,2175.15,Cancelled,2024-12-19
9349,3437,2023-08-29,387,1,57.93,57.93,Pending,2023-09-07
9350,2819,2023-12-23,532,1,369.6,369.6,Pending,2023-12-27
9351,5636,2024-09-28,106,1,188.01,188.01,Shipped,2024-10-03
9352,2509,2025-10-27,415,2,268.63,537.26,Delivered,2025-10-29
9353,9452,2024-05-30,617,3,86.87,260.61,Shipped,2024-06-02
9354,4492,2025-06-26,270,3,158,474,Delivered,2025-07-06
9355,5710,2025-03-07,454,2,280.26,560.52,Shipped,2025-03-07
9356,604,2022-11-15,250,3,128.34,385.02,Pending,2022-11-19
9357,77,2025-07-19,167,5,237.12,1185.6,Shipped,2025-07-28
9358,8930,2024-08-01,917,5,500.01,2500.05,Shipped,2024-08-09
9359,2225,2025-06-04,60,3,404.28,1212.84,Pending,2025-06-12
9360,3891,2025-12-03,315,1,9.24,9.24,Cancelled,2025-12-08
9361,8716,2025-10-30,375,4,182.53,730.12,Shipped,2025-11-12
9362,6570,2025-01-21,166,5,488.25,2441.25,Returned,2025-01-29
9363,9406,2025-06-07,323,3,11.62,34.86,Delivered,2025-06-09
9364,9432,2024-01-12,30,4,59.75,239,Returned,2024-01-20
9365,221,2024-12-05,125,3,492.18,1476.54,Shipped,2024-12-10
9366,7403,2025-11-08,903,4,224.99,899.96,Cancelled,2025-11-21
9367,2085,2025-08-11,201,2,48.79,97.58,Returned,2025-08-16
9368,395,2023-07-02,782,3,472.98,1418.94,Cancelled,2023-07-12
9369,5657,2025-11-16,586,2,480.17,960.34,Returned,2025-11-17
9370,829,2025-08-01,476,4,342.81,1371.24,Cancelled,2025-08-12
9371,9381,2023-04-29,727,1,306.52,306.52,Pending,2023-05-02
9372,977,2024-03-12,941,2,12.3,24.6,Delivered,2024-03-18
9373,9101,2025-11-15,259,1,234.71,234.71,Delivered,2025-11-23
9374,7414,2025-09-27,613,3,209.16,627.48,Shipped,2025-10-02
9375,2117,2025-01-07,458,2,313.4,626.8,Delivered,2025-01-15
9376,9238,2022-11-25,87,1,353.9,353.9,Returned,2022-11-29
9377,1155,2024-10-12,774,2,369.57,739.14,Shipped,2024-10-15
9378,2603,2023-10-31,682,5,424.14,2120.7,Pending,2023-11-03
9379,318,2023-03-01,822,5,234.42,1172.1,Cancelled,2023-03-10
9380,1252,2025-03-06,157,4,384.54,1538.16,Pending,2025-03-06
9381,1317,2023-06-13,735,1,399.43,399.43,Cancelled,2023-06-20
9382,7366,2025-12-16,713,5,227.56,1137.8,Delivered,2025-12-27
9383,490,2025-10-20,659,3,42.08,126.24,Pending,2025-10-28
9384,1566,2021-05-30,121,4,361.97,1447.88,Pending,2021-06-08
9385,7318,2025-05-23,659,2,46.24,92.48,Returned,2025-05-26
9386,976,2023-06-17,652,3,319.84,959.52,Pending,2023-06-28
9387,5165,2024-01-14,63,2,121.24,242.48,Pending,2024-01-26
9388,2371,2024-05-02,241,1,389.01,389.01,Returned,2024-05-14
9389,8513,2023-06-08,117,2,477.89,955.78,Delivered,2023-06-11
9390,6214,2024-07-29,680,1,293.01,293.01,Shipped,2024-08-10
9391,200,2023-04-05,605,1,161.29,161.29,Returned,2023-04-16
9392,4376,2025-09-30,865,4,330.68,1322.72,Returned,2025-10-09
9393,4434,2024-10-26,204,4,62.44,249.76,Delivered,2024-10-27
9394,1453,2025-10-06,827,3,248.36,745.08,Shipped,2025-10-06
9395,3783,2023-02-07,364,5,218.29,1091.45,Cancelled,2023-02-19
9396,1595,2024-11-26,163,3,141.17,423.51,Shipped,2024-11-27
9397,5856,2025-01-04,748,4,52.38,209.52,Pending,2025-01-04
9398,5465,2022-07-21,69,1,474.18,474.18,Shipped,2022-07-24
9399,7572,2022-04-23,849,5,94.24,471.2,Delivered,2022-05-01
9400,8081,2023-07-09,525,3,46.59,139.77,Returned,2023-07-12
9401,1266,2022-08-24,302,1,266.43,266.43,Delivered,2022-09-01
9402,1169,2025-01-16,973,2,204.52,409.04,Delivered,2025-01-28
9403,3550,2025-01-25,55,1,65.33,65.33,Pending,2025-02-01
9404,1512,2020-08-23,234,5,214.67,1073.35,Delivered,2020-08-30
9405,7002,2025-10-24,163,1,129.34,129.34,Cancelled,2025-10-24
9406,5675,2024-02-18,435,1,375.95,375.95,Cancelled,2024-02-27
9407,9633,2025-04-12,100,4,478.49,1913.96,Cancelled,2025-04-16
9408,9587,2024-02-10,221,1,389.06,389.06,Delivered,2024-02-18
9409,9879,2022-07-04,649,1,46.18,46.18,Delivered,2022-07-09
9410,6397,2024-11-26,530,4,168.59,674.36,Shipped,2024-12-08
9411,3235,2024-04-19,484,4,130,520,Shipped,2024-04-29
9412,8660,2023-05-03,601,2,65.59,131.18,Returned,2023-05-14
9413,1335,2023-03-06,833,2,364.19,728.38,Shipped,2023-03-08
9414,8561,2023-06-14,756,2,418.5,837,Pending,2023-06-24
9415,1160,2024-02-16,597,4,24.41,97.64,Cancelled,2024-02-25
9416,3975,2024-11-08,270,4,148.13,592.52,Cancelled,2024-11-20
9417,3480,2025-11-22,453,2,23.35,46.7,Shipped,2025-11-23
9418,545,2024-08-13,343,1,414.2,414.2,Returned,2024-08-23
9419,1022,2023-09-13,504,1,441.86,441.86,Shipped,2023-09-19
9420,2218,2025-02-20,207,1,340.7,340.7,Cancelled,2025-02-28
9421,1781,2024-03-23,519,4,445.7,1782.8,Returned,2024-04-02
9422,3300,2024-05-10,914,2,137.26,274.52,Cancelled,2024-05-18
9423,1518,2024-08-06,932,4,124.37,497.48,Cancelled,2024-08-19
9424,5480,2021-10-05,969,3,92.13,276.39,Cancelled,2021-10-12
9425,389,2023-03-16,479,5,403.28,2016.4,Shipped,2023-03-25
9426,6815,2024-10-11,380,2,228.21,456.42,Returned,2024-10-18
9427,5407,2025-05-17,894,5,388.77,1943.85,Pending,2025-05-21
9428,5187,2023-02-16,98,3,405.72,1217.16,Shipped,2023-02-26
9429,6176,2025-12-15,275,5,148.02,740.1,Pending,2025-12-26
9430,354,2024-03-17,79,5,80.37,401.85,Delivered,2024-03-26
9431,7121,2025-09-06,498,2,244.29,488.58,Delivered,2025-09-16
9432,3076,2022-07-02,233,2,404.02,808.04,Cancelled,2022-07-11
9433,52,2025-01-08,356,3,353.96,1061.88,Delivered,2025-01-13
9434,3515,2025-05-03,225,4,305.55,1222.2,Returned,2025-05-15
9435,2336,2024-12-22,24,4,13.33,53.32,Returned,2024-12-31
9436,8402,2024-09-27,264,3,221.54,664.62,Shipped,2024-10-05
9437,9642,2024-12-18,874,1,117.41,117.41,Pending,2024-12-26
9438,8887,2025-10-02,871,2,456.64,913.28,Delivered,2025-10-09
